sample_n,real,imag
       1250,      11264,      -1024
       1251,      11264,          0
       1252,      10240,      -1024
       1253,      10240,      -1024
       1254,       9216,          0
       1255,       9216,      -1024
       1256,       9216,          0
       1257,       9216,      -1024
       1258,       8192,          0
       1259,       8192,      -1024
       1260,       7168,      -1024
       1261,       7168,          0
       1262,       7168,      -1024
       1263,       6144,          0
       1264,       6144,      -1024
       1265,       5120,          0
       1266,       5120,      -1024
       1267,       5120,      -1024
       1268,       4096,          0
       1269,       3072,          0
       1270,       3072,          0
       1271,       3072,      -1024
       1272,       2048,      -1024
       1273,       2048,          0
       1274,       1024,      -1024
       1275,       1024,      -1024
       1276,          0,      -1024
       1277,          0,          0
       1278,          0,      -1024
       1279,          0,      -1024
       1280,          0,          0
       1281,      -1024,          0
       1282,      -1024,          0
       1283,      -2048,          0
       1284,      -2048,          0
       1285,      -3072,          0
       1286,      -3072,          0
       1287,      -4096,          0
       1288,      -4096,          0
       1289,      -5120,          0
       1290,      -5120,          0
       1291,      -6144,          0
       1292,      -6144,          0
       1293,      -7168,          0
       1294,      -7168,          0
       1295,      -7168,          0
       1296,      -8192,          0
       1297,      -8192,          0
       1298,      -9216,          0
       1299,      -9216,          0
       1300,      -9216,          0
       1301,     -10240,          0
       1302,     -10240,          0
       1303,     -11264,          0
       1304,     -11264,          0
       1305,     -11264,          0
       1306,     -12288,          0
       1307,     -12288,          0
       1308,     -12288,          0
       1309,     -13312,          0
       1310,     -13312,          0
       1311,     -13312,          0
       1312,     -13312,          0
       1313,     -14336,          0
       1314,     -14336,          0
       1315,     -14336,          0
       1316,     -14336,          0
       1317,     -15360,          0
       1318,     -15360,          0
       1319,     -15360,          0
       1320,     -15360,          0
       1321,     -15360,          0
       1322,     -15360,          0
       1323,     -16384,          0
       1324,     -16384,          0
       1325,     -16384,          0
       1326,     -16384,          0
       1327,     -16384,          0
       1328,     -16384,          0
       1329,     -16384,          0
       1330,     -16384,          0
       1331,     -16384,          0
       1332,     -16384,          0
       1333,     -16384,          0
       1334,     -16384,          0
       1335,     -16384,          0
       1336,     -16384,          0
       1337,     -16384,          0
       1338,     -16384,          0
       1339,     -16384,          0
       1340,     -16384,          0
       1341,     -15360,          0
       1342,     -15360,          0
       1343,     -15360,          0
       1344,     -15360,          0
       1345,     -15360,          0
       1346,     -14336,          0
       1347,     -14336,          0
       1348,     -14336,          0
       1349,     -14336,          0
       1350,     -13312,          0
       1351,     -13312,          0
       1352,     -13312,          0
       1353,     -13312,          0
       1354,     -12288,          0
       1355,     -12288,          0
       1356,     -12288,          0
       1357,     -11264,          0
       1358,     -11264,          0
       1359,     -11264,          0
       1360,     -10240,          0
       1361,     -10240,          0
       1362,     -10240,          0
       1363,      -9216,          0
       1364,      -9216,          0
       1365,      -8192,          0
       1366,      -8192,          0
       1367,      -7168,          0
       1368,      -7168,          0
       1369,      -7168,          0
       1370,      -6144,          0
       1371,      -6144,          0
       1372,      -5120,          0
       1373,      -5120,          0
       1374,      -4096,          0
       1375,      -4096,          0
       1376,      -3072,          0
       1377,      -3072,          0
       1378,      -2048,          0
       1379,      -2048,          0
       1380,      -1024,          0
       1381,      -1024,          0
       1382,      -1024,          0
       1383,          0,          0
       1384,          0,          0
       1385,          0,          0
       1386,          0,          0
       1387,       1024,          0
       1388,       1024,          0
       1389,       1024,          0
       1390,       2048,          0
       1391,       2048,          0
       1392,       3072,          0
       1393,       3072,          0
       1394,       4096,          0
       1395,       4096,          0
       1396,       5120,          0
       1397,       5120,          0
       1398,       6144,          0
       1399,       6144,          0
       1400,       6144,          0
       1401,       7168,          0
       1402,       7168,          0
       1403,       8192,          0
       1404,       8192,          0
       1405,       8192,          0
       1406,       9216,          0
       1407,       9216,          0
       1408,       9216,          0
       1409,      10240,          0
       1410,      10240,          0
       1411,      10240,          0
       1412,      11264,          0
       1413,      11264,          0
       1414,      11264,          0
       1415,      11264,          0
       1416,      12288,          0
       1417,      12288,          0
       1418,      12288,          0
       1419,      12288,          0
       1420,      13312,          0
       1421,      13312,          0
       1422,      13312,          0
       1423,      13312,          0
       1424,      13312,          0
       1425,      13312,          0
       1426,      13312,          0
       1427,      13312,          0
       1428,      14336,          0
       1429,      14336,          0
       1430,      14336,          0
       1431,      14336,          0
       1432,      14336,          0
       1433,      14336,          0
       1434,      14336,          0
       1435,      14336,          0
       1436,      14336,          0
       1437,      14336,          0
       1438,      14336,          0
       1439,      14336,          0
       1440,      14336,          0
       1441,      13312,          0
       1442,      13312,          0
       1443,      13312,          0
       1444,      13312,          0
       1445,      13312,          0
       1446,      13312,          0
       1447,      13312,          0
       1448,      12288,          0
       1449,      12288,          0
       1450,      12288,          0
       1451,      12288,          0
       1452,      11264,          0
       1453,      11264,          0
       1454,      11264,          0
       1455,      11264,          0
       1456,      10240,          0
       1457,      10240,          0
       1458,      10240,          0
       1459,       9216,          0
       1460,       9216,          0
       1461,       9216,          0
       1462,       8192,          0
       1463,       8192,          0
       1464,       8192,          0
       1465,       7168,          0
       1466,       7168,          0
       1467,       6144,          0
       1468,       6144,          0
       1469,       5120,          0
       1470,       5120,          0
       1471,       5120,          0
       1472,       4096,          0
       1473,       4096,          0
       1474,       3072,          0
       1475,       3072,          0
       1476,       2048,          0
       1477,       2048,          0
       1478,       1024,          0
       1479,       1024,          0
       1480,       1024,          0
       1481,          0,          0
       1482,          0,          0
       1483,          0,          0
       1484,          0,          0
       1485,      -1024,          0
       1486,      -1024,          0
       1487,      -2048,          0
       1488,      -2048,          0
       1489,      -3072,          0
       1490,      -3072,          0
       1491,      -4096,          0
       1492,      -4096,          0
       1493,      -5120,          0
       1494,      -5120,          0
       1495,      -5120,          0
       1496,      -6144,          0
       1497,      -6144,          0
       1498,      -7168,          0
       1499,      -7168,          0
       1500,      -8192,          0
       1501,      -8192,          0
       1502,      -8192,          0
       1503,      -9216,          0
       1504,      -9216,          0
       1505,     -10240,          0
       1506,     -10240,          0
       1507,     -10240,          0
       1508,     -11264,          0
       1509,     -11264,          0
       1510,     -11264,          0
       1511,     -12288,          0
       1512,     -12288,          0
       1513,     -13312,          0
       1514,     -13312,          0
       1515,     -13312,          0
       1516,     -13312,          0
       1517,     -14336,          0
       1518,     -14336,          0
       1519,     -14336,          0
       1520,     -14336,          0
       1521,     -14336,          0
       1522,     -15360,          0
       1523,     -15360,          0
       1524,     -15360,          0
       1525,     -15360,          0
       1526,     -15360,          0
       1527,     -16384,          0
       1528,     -16384,          0
       1529,     -16384,          0
       1530,     -16384,          0
       1531,     -16384,          0
       1532,     -16384,          0
       1533,     -16384,          0
       1534,     -16384,          0
       1535,     -16384,          0
       1536,     -16384,          0
       1537,     -16384,          0
       1538,     -16384,          0
       1539,     -16384,          0
       1540,     -16384,          0
       1541,     -16384,          0
       1542,     -16384,          0
       1543,     -16384,          0
       1544,     -15360,          0
       1545,     -15360,          0
       1546,     -15360,          0
       1547,     -15360,          0
       1548,     -15360,          0
       1549,     -15360,          0
       1550,     -14336,          0
       1551,     -14336,          0
       1552,     -14336,          0
       1553,     -14336,          0
       1554,     -14336,          0
       1555,     -13312,          0
       1556,     -13312,          0
       1557,     -13312,          0
       1558,     -12288,          0
       1559,     -12288,          0
       1560,     -12288,          0
       1561,     -11264,          0
       1562,     -11264,          0
       1563,     -11264,          0
       1564,     -10240,          0
       1565,     -10240,          0
       1566,     -10240,          0
       1567,      -9216,          0
       1568,      -9216,          0
       1569,      -8192,          0
       1570,      -8192,          0
       1571,      -8192,          0
       1572,      -7168,          0
       1573,      -7168,          0
       1574,      -6144,          0
       1575,      -6144,          0
       1576,      -5120,          0
       1577,      -5120,          0
       1578,      -5120,          0
       1579,      -4096,          0
       1580,      -4096,          0
       1581,      -3072,          0
       1582,      -3072,          0
       1583,      -2048,          0
       1584,      -2048,          0
       1585,      -1024,          0
       1586,      -1024,          0
       1587,          0,          0
       1588,          0,          0
       1589,          0,          0
       1590,          0,          0
       1591,          0,          0
       1592,       1024,          0
       1593,       1024,          0
       1594,       2048,          0
       1595,       2048,          0
       1596,       2048,          0
       1597,       3072,          0
       1598,       3072,          0
       1599,       4096,          0
       1600,       4096,          0
       1601,       5120,          0
       1602,       5120,          0
       1603,       6144,          0
       1604,       6144,          0
       1605,       6144,          0
       1606,       7168,          0
       1607,       7168,          0
       1608,       8192,          0
       1609,       8192,          0
       1610,       8192,          0
       1611,       9216,          0
       1612,       9216,          0
       1613,       9216,          0
       1614,      10240,          0
       1615,      10240,          0
       1616,      10240,          0
       1617,      11264,          0
       1618,      11264,          0
       1619,      11264,          0
       1620,      12288,          0
       1621,      12288,          0
       1622,      12288,          0
       1623,      12288,          0
       1624,      12288,          0
       1625,      13312,          0
       1626,      13312,          0
       1627,      13312,          0
       1628,      13312,          0
       1629,      13312,          0
       1630,      13312,          0
       1631,      14336,          0
       1632,      14336,          0
       1633,      14336,          0
       1634,      14336,          0
       1635,      14336,          0
       1636,      14336,          0
       1637,      14336,          0
       1638,      14336,          0
       1639,      14336,          0
       1640,      14336,          0
       1641,      14336,          0
       1642,      14336,          0
       1643,      14336,          0
       1644,      14336,          0
       1645,      14336,          0
       1646,      13312,          0
       1647,      13312,          0
       1648,      13312,          0
       1649,      13312,          0
       1650,      13312,          0
       1651,      13312,          0
       1652,      13312,          0
       1653,      12288,          0
       1654,      12288,          0
       1655,      12288,          0
       1656,      12288,          0
       1657,      11264,          0
       1658,      11264,          0
       1659,      11264,          0
       1660,      11264,          0
       1661,      10240,          0
       1662,      10240,          0
       1663,      10240,          0
       1664,       9216,          0
       1665,       9216,          0
       1666,       9216,          0
       1667,       8192,          0
       1668,       8192,          0
       1669,       7168,          0
       1670,       7168,          0
       1671,       7168,          0
       1672,       6144,          0
       1673,       6144,          0
       1674,       5120,          0
       1675,       5120,          0
       1676,       5120,          0
       1677,       4096,          0
       1678,       4096,          0
       1679,       3072,          0
       1680,       3072,          0
       1681,       2048,          0
       1682,       2048,          0
       1683,       1024,          0
       1684,       1024,          0
       1685,          0,          0
       1686,          0,          0
       1687,          0,          0
       1688,          0,          0
       1689,          0,          0
       1690,          0,          0
       1691,      -1024,          0
       1692,      -1024,          0
       1693,      -2048,          0
       1694,      -2048,          0
       1695,      -3072,          0
       1696,      -3072,          0
       1697,      -4096,          0
       1698,      -4096,          0
       1699,      -5120,          0
       1700,      -5120,          0
       1701,      -6144,          0
       1702,      -6144,          0
       1703,      -6144,          0
       1704,      -7168,          0
       1705,      -7168,          0
       1706,      -8192,          0
       1707,      -8192,          0
       1708,      -9216,          0
       1709,      -9216,          0
       1710,      -9216,          0
       1711,     -10240,          0
       1712,     -10240,          0
       1713,     -11264,          0
       1714,     -11264,          0
       1715,     -11264,          0
       1716,     -12288,          0
       1717,     -12288,          0
       1718,     -12288,          0
       1719,     -12288,          0
       1720,     -13312,          0
       1721,     -13312,          0
       1722,     -13312,          0
       1723,     -14336,          0
       1724,     -14336,          0
       1725,     -14336,          0
       1726,     -14336,          0
       1727,     -14336,          0
       1728,     -15360,          0
       1729,     -15360,          0
       1730,     -15360,          0
       1731,     -15360,          0
       1732,     -15360,          0
       1733,     -15360,          0
       1734,     -15360,          0
       1735,     -16384,          0
       1736,     -16384,          0
       1737,     -16384,          0
       1738,     -16384,          0
       1739,     -16384,          0
       1740,     -16384,          0
       1741,     -16384,          0
       1742,     -16384,          0
       1743,     -16384,          0
       1744,     -16384,          0
       1745,     -16384,          0
       1746,     -16384,          0
       1747,     -15360,          0
       1748,     -15360,          0
       1749,     -15360,          0
       1750,     -15360,          0
       1751,     -15360,          0
       1752,     -15360,          0
       1753,     -15360,          0
       1754,     -15360,          0
       1755,     -14336,          0
       1756,     -14336,          0
       1757,     -14336,          0
       1758,     -14336,          0
       1759,     -14336,          0
       1760,     -13312,          0
       1761,     -13312,          0
       1762,     -13312,          0
       1763,     -12288,          0
       1764,     -12288,          0
       1765,     -12288,          0
       1766,     -11264,          0
       1767,     -11264,          0
       1768,     -11264,          0
       1769,     -10240,          0
       1770,     -10240,          0
       1771,     -10240,          0
       1772,      -9216,          0
       1773,      -9216,          0
       1774,      -8192,          0
       1775,      -8192,          0
       1776,      -7168,          0
       1777,      -7168,          0
       1778,      -7168,          0
       1779,      -6144,          0
       1780,      -6144,          0
       1781,      -5120,          0
       1782,      -5120,          0
       1783,      -4096,          0
       1784,      -4096,          0
       1785,      -3072,          0
       1786,      -3072,          0
       1787,      -2048,          0
       1788,      -2048,          0
       1789,      -1024,          0
       1790,      -1024,          0
       1791,      -1024,          0
       1792,          0,          0
       1793,          0,          0
       1794,          0,          0
       1795,          0,          0
       1796,          0,          0
       1797,       1024,          0
       1798,       1024,          0
       1799,       2048,          0
       1800,       2048,          0
       1801,       3072,          0
       1802,       3072,          0
       1803,       3072,          0
       1804,       4096,          0
       1805,       4096,          0
       1806,       5120,          0
       1807,       5120,          0
       1808,       6144,          0
       1809,       6144,          0
       1810,       6144,          0
       1811,       7168,          0
       1812,       7168,          0
       1813,       8192,          0
       1814,       8192,          0
       1815,       8192,          0
       1816,       9216,          0
       1817,       9216,          0
       1818,       9216,          0
       1819,      10240,          0
       1820,      10240,          0
       1821,      10240,          0
       1822,      11264,          0
       1823,      11264,          0
       1824,      11264,          0
       1825,      11264,          0
       1826,      12288,          0
       1827,      12288,          0
       1828,      12288,          0
       1829,      12288,          0
       1830,      13312,          0
       1831,      13312,          0
       1832,      13312,          0
       1833,      13312,          0
       1834,      13312,          0
       1835,      13312,          0
       1836,      13312,          0
       1837,      14336,          0
       1838,      14336,          0
       1839,      14336,          0
       1840,      14336,          0
       1841,      14336,          0
       1842,      14336,          0
       1843,      14336,          0
       1844,      14336,          0
       1845,      14336,          0
       1846,      14336,          0
       1847,      14336,          0
       1848,      14336,          0
       1849,      14336,          0
       1850,      14336,          0
       1851,      13312,          0
       1852,      13312,          0
       1853,      13312,          0
       1854,      13312,          0
       1855,      13312,          0
       1856,      13312,          0
       1857,      12288,          0
       1858,      12288,          0
       1859,      12288,          0
       1860,      12288,          0
       1861,      11264,          0
       1862,      11264,          0
       1863,      11264,          0
       1864,      11264,          0
       1865,      10240,          0
       1866,      10240,          0
       1867,      10240,          0
       1868,       9216,          0
       1869,       9216,          0
       1870,       9216,          0
       1871,       8192,          0
       1872,       8192,          0
       1873,       8192,          0
       1874,       7168,          0
       1875,       7168,          0
       1876,       7168,          0
       1877,       6144,          0
       1878,       6144,          0
       1879,       5120,          0
       1880,       5120,          0
       1881,       4096,          0
       1882,       4096,          0
       1883,       4096,          0
       1884,       3072,          0
       1885,       3072,          0
       1886,       2048,          0
       1887,       2048,          0
       1888,       1024,          0
       1889,       1024,          0
       1890,          0,          0
       1891,          0,          0
       1892,          0,          0
       1893,          0,          0
       1894,          0,          0
       1895,          0,          0
       1896,      -1024,          0
       1897,      -1024,          0
       1898,      -2048,          0
       1899,      -2048,          0
       1900,      -3072,          0
       1901,      -3072,          0
       1902,      -4096,          0
       1903,      -4096,          0
       1904,      -5120,          0
       1905,      -5120,          0
       1906,      -6144,          0
       1907,      -6144,          0
       1908,      -6144,          0
       1909,      -7168,          0
       1910,      -7168,          0
       1911,      -8192,          0
       1912,      -8192,          0
       1913,      -9216,          0
       1914,      -9216,          0
       1915,      -9216,          0
       1916,     -10240,          0
       1917,     -10240,          0
       1918,     -10240,          0
       1919,     -11264,          0
       1920,     -11264,          0
       1921,     -11264,          0
       1922,     -12288,          0
       1923,     -12288,          0
       1924,     -12288,          0
       1925,     -13312,          0
       1926,     -13312,          0
       1927,     -13312,          0
       1928,     -13312,          0
       1929,     -14336,          0
       1930,     -14336,          0
       1931,     -14336,          0
       1932,     -14336,          0
       1933,     -14336,          0
       1934,     -15360,          0
       1935,     -15360,          0
       1936,     -15360,          0
       1937,     -15360,          0
       1938,     -15360,          0
       1939,     -15360,          0
       1940,     -15360,          0
       1941,     -15360,          0
       1942,     -16384,          0
       1943,     -16384,          0
       1944,     -16384,          0
       1945,     -16384,          0
       1946,     -16384,          0
       1947,     -16384,          0
       1948,     -16384,          0
       1949,     -16384,          0
       1950,     -15360,          0
       1951,     -15360,          0
       1952,     -15360,          0
       1953,     -15360,          0
       1954,     -15360,          0
       1955,     -15360,          0
       1956,     -15360,          0
       1957,     -15360,          0
       1958,     -14336,          0
       1959,     -14336,          0
       1960,     -14336,          0
       1961,     -14336,          0
       1962,     -14336,          0
       1963,     -13312,          0
       1964,     -13312,          0
       1965,     -13312,          0
       1966,     -13312,          0
       1967,     -12288,          0
       1968,     -12288,          0
       1969,     -12288,          0
       1970,     -11264,          0
       1971,     -11264,          0
       1972,     -11264,          0
       1973,     -10240,          0
       1974,     -10240,          0
       1975,     -10240,          0
       1976,      -9216,          0
       1977,      -9216,          0
       1978,      -8192,          0
       1979,      -8192,          0
       1980,      -8192,          0
       1981,      -7168,          0
       1982,      -7168,          0
       1983,      -6144,          0
       1984,      -6144,          0
       1985,      -5120,          0
       1986,      -5120,          0
       1987,      -5120,          0
       1988,      -4096,          0
       1989,      -4096,          0
       1990,      -3072,          0
       1991,      -3072,          0
       1992,      -2048,          0
       1993,      -2048,          0
       1994,      -1024,          0
       1995,      -1024,          0
       1996,          0,          0
       1997,          0,          0
       1998,          0,          0
       1999,          0,          0
       2000,          0,          0
       2001,          0,          0
       2002,       1024,          0
       2003,       1024,          0
       2004,       2048,          0
       2005,       2048,          0
       2006,       3072,          0
       2007,       3072,          0
       2008,       4096,          0
       2009,       4096,          0
       2010,       5120,          0
       2011,       5120,          0
       2012,       5120,          0
       2013,       6144,          0
       2014,       6144,          0
       2015,       7168,          0
       2016,       7168,          0
       2017,       7168,          0
       2018,       8192,          0
       2019,       8192,          0
       2020,       9216,          0
       2021,       9216,          0
       2022,       9216,          0
       2023,      10240,          0
       2024,      10240,          0
       2025,      10240,          0
       2026,      10240,          0
       2027,      11264,          0
       2028,      11264,          0
       2029,      11264,          0
       2030,      12288,          0
       2031,      12288,          0
       2032,      12288,          0
       2033,      12288,          0
       2034,      13312,          0
       2035,      13312,          0
       2036,      13312,          0
       2037,      13312,          0
       2038,      13312,          0
       2039,      13312,          0
       2040,      14336,          0
       2041,      13312,          0
       2042,      14336,          0
       2043,      14336,          0
       2044,      14336,          0
       2045,      14336,          0
       2046,      14336,          0
       2047,      14336,          0
