index,freq_hz,real,imag
        218,5109.38,         -1,          0
        219,5132.81,         -1,         -1
        220,5156.25,         -1,          0
        221,5179.69,         -1,          0
        222,5203.12,         -1,          0
        223,5226.56,          0,         -1
        224,5250.00,          0,          0
        225,5273.44,          0,          0
        226,5296.88,         -1,         -1
        227,5320.31,         -1,         -1
        228,5343.75,         -1,         -1
        229,5367.19,         -1,         -1
        230,5390.62,         -1,         -1
        231,5414.06,         -1,         -1
        232,5437.50,         -1,         -1
        233,5460.94,         -1,         -1
        234,5484.38,         -2,         -1
        235,5507.81,         -2,         -1
        236,5531.25,         -2,         -1
        237,5554.69,         -1,         -1
        238,5578.12,         -1,         -1
        239,5601.56,         -1,         -1
        240,5625.00,         -2,         -1
        241,5648.44,         -1,         -1
        242,5671.88,         -2,         -1
        243,5695.31,         -1,          0
        244,5718.75,         -2,         -1
        245,5742.19,         -1,         -1
        246,5765.62,         -1,         -1
        247,5789.06,         -1,         -1
        248,5812.50,         -1,         -1
        249,5835.94,         -1,         -2
        250,5859.38,         -1,         -1
        251,5882.81,         -2,         -1
        252,5906.25,         -1,         -2
        253,5929.69,         -2,         -1
        254,5953.12,         -2,         -1
        255,5976.56,         -2,         -1
        256,6000.00,          0,          0
        257,6023.44,          0,          0
        258,6046.88,          0,          0
        259,6070.31,         -1,         -1
        260,6093.75,          0,          0
        261,6117.19,          0,          0
        262,6140.62,         -1,          0
        263,6164.06,          0,          0
        264,6187.50,         -1,          0
        265,6210.94,         -1,          0
        266,6234.38,          0,          0
        267,6257.81,          0,          0
        268,6281.25,         -1,          0
        269,6304.69,          0,          0
        270,6328.12,         -1,          0
        271,6351.56,          0,          0
        272,6375.00,         -1,          0
        273,6398.44,         -1,         -1
        274,6421.88,         -1,          0
        275,6445.31,         -1,         -1
        276,6468.75,         -1,          0
        277,6492.19,         -1,         -1
        278,6515.62,          0,         -1
        279,6539.06,         -1,         -1
        280,6562.50,          0,          0
        281,6585.94,         -1,         -1
        282,6609.38,         -1,         -1
        283,6632.81,         -1,          0
        284,6656.25,         -1,          0
        285,6679.69,          0,          0
        286,6703.12,         -1,         -1
        287,6726.56,         -1,         -1
        288,6750.00,          0,          0
        289,6773.44,          0,          0
        290,6796.88,         -1,          0
        291,6820.31,          0,          0
        292,6843.75,         -1,         -1
        293,6867.19,         -1,         -1
        294,6890.62,         -1,          0
        295,6914.06,         -1,         -1
        296,6937.50,          0,          0
        297,6960.94,         -1,          0
        298,6984.38,          0,         -1
        299,7007.81,         -1,          0
        300,7031.25,         -1,          0
        301,7054.69,          0,         -1
        302,7078.12,         -1,          0
        303,7101.56,         -1,         -1
        304,7125.00,          0,          0
        305,7148.44,         -1,          0
        306,7171.88,         -1,         -1
        307,7195.31,         -1,         -1
        308,7218.75,         -1,         -1
        309,7242.19,         -1,          0
        310,7265.62,          0,          0
        311,7289.06,         -1,         -1
        312,7312.50,         -1,         -1
        313,7335.94,         -1,          0
        314,7359.38,         -1,          0
        315,7382.81,         -1,          0
        316,7406.25,          0,         -1
        317,7429.69,         -1,          0
        318,7453.12,         -1,          0
        319,7476.56,         -1,          0
        320,7500.00,          0,          0
        321,7523.44,          0,          0
        322,7546.88,         -1,          0
        323,7570.31,         -1,          0
        324,7593.75,          0,          0
        325,7617.19,          0,          0
        326,7640.62,          0,          0
        327,7664.06,          0,          0
        328,7687.50,          0,          0
        329,7710.94,         -1,          0
        330,7734.38,          0,          0
        331,7757.81,          0,          0
        332,7781.25,          0,          0
        333,7804.69,          0,          0
        334,7828.12,         -1,          0
        335,7851.56,          0,         -1
        336,7875.00,          0,          0
        337,7898.44,         -1,          0
        338,7921.88,          0,          0
        339,7945.31,         -1,          0
        340,7968.75,         -1,          0
        341,7992.19,         -1,          0
        342,8015.62,          0,          0
        343,8039.06,         -1,         -1
        344,8062.50,         -1,         -1
        345,8085.94,          0,          0
        346,8109.38,         -1,          0
        347,8132.81,         -1,          0
        348,8156.25,          0,          0
        349,8179.69,         -1,          0
        350,8203.12,         -1,          0
        351,8226.56,          0,          0
        352,8250.00,          0,          0
        353,8273.44,          0,          0
        354,8296.88,         -1,         -1
        355,8320.31,         -1,         -1
        356,8343.75,          0,          0
        357,8367.19,          0,          0
        358,8390.62,         -1,         -1
        359,8414.06,         -1,          0
        360,8437.50,         -1,         -1
        361,8460.94,         -1,         -1
        362,8484.38,         -1,          0
        363,8507.81,         -1,          0
        364,8531.25,         -1,          0
        365,8554.69,         -1,         -1
        366,8578.12,         -1,         -1
        367,8601.56,         -1,         -1
        368,8625.00,         -1,          0
        369,8648.44,          0,         -1
        370,8671.88,         -1,          0
        371,8695.31,          0,          0
        372,8718.75,         -1,         -1
        373,8742.19,         -1,         -1
        374,8765.62,         -1,          0
        375,8789.06,          0,          0
        376,8812.50,         -1,          0
        377,8835.94,         -1,         -1
        378,8859.38,         -1,         -1
        379,8882.81,         -1,         -1
        380,8906.25,         -1,         -1
        381,8929.69,         -1,          0
        382,8953.12,         -1,         -1
        383,8976.56,         -1,          0
        384,9000.00,          0,          0
        385,9023.44,          0,          0
        386,9046.88,         -1,          0
        387,9070.31,         -1,          0
        388,9093.75,          0,          0
        389,9117.19,          0,          0
        390,9140.62,         -1,          0
        391,9164.06,          0,          0
        392,9187.50,          0,          0
        393,9210.94,          0,         -1
        394,9234.38,         -1,          0
        395,9257.81,          0,          0
        396,9281.25,          0,          0
        397,9304.69,         -1,          0
        398,9328.12,         -1,         -1
        399,9351.56,          0,          0
        400,9375.00,          0,          0
        401,9398.44,         -1,          0
        402,9421.88,         -1,          0
        403,9445.31,         -1,          0
        404,9468.75,         -1,          0
        405,9492.19,          0,         -1
        406,9515.62,          0,         -1
        407,9539.06,         -1,         -1
        408,9562.50,         -1,          0
        409,9585.94,          0,          0
        410,9609.38,         -1,          0
        411,9632.81,          0,          0
        412,9656.25,         -1,          0
        413,9679.69,         -1,          0
        414,9703.12,         -1,          0
        415,9726.56,         -1,          0
        416,9750.00,          0,          0
        417,9773.44,          0,          0
        418,9796.88,          0,          0
        419,9820.31,          0,          0
        420,9843.75,          0,         -1
        421,9867.19,         -1,         -1
        422,9890.62,          0,          0
        423,9914.06,          0,         -1
        424,9937.50,         -1,         -1
        425,9960.94,         -1,         -1
        426,9984.38,          0,          0
        427,10007.81,          0,          0
        428,10031.25,         -1,         -1
        429,10054.69,         -1,         -1
        430,10078.12,          0,         -1
        431,10101.56,         -1,         -1
        432,10125.00,         -1,         -1
        433,10148.44,          0,          0
        434,10171.88,         -1,         -1
        435,10195.31,          0,          0
        436,10218.75,         -1,          0
        437,10242.19,         -1,          0
        438,10265.62,         -1,          0
        439,10289.06,         -1,         -1
        440,10312.50,          0,         -1
        441,10335.94,         -1,         -1
        442,10359.38,         -1,         -1
        443,10382.81,         -1,         -1
        444,10406.25,         -1,         -1
        445,10429.69,          0,          0
        446,10453.12,         -1,          0
        447,10476.56,         -1,         -1
        448,10500.00,         -1,         -1
        449,10523.44,          0,          0
        450,10546.88,         -1,         -1
        451,10570.31,         -1,          0
        452,10593.75,          0,          0
        453,10617.19,          0,          0
        454,10640.62,          0,          0
        455,10664.06,          0,          0
        456,10687.50,          0,          0
        457,10710.94,          0,          0
        458,10734.38,         -1,          0
        459,10757.81,         -1,          0
        460,10781.25,          0,          0
        461,10804.69,          0,          0
        462,10828.12,         -1,          0
        463,10851.56,          0,         -1
        464,10875.00,         -1,         -1
        465,10898.44,         -2,          0
        466,10921.88,          0,          0
        467,10945.31,          0,          0
        468,10968.75,         -1,          0
        469,10992.19,         -1,          0
        470,11015.62,         -1,          0
        471,11039.06,         -1,         -1
        472,11062.50,         -1,         -1
        473,11085.94,          0,          0
        474,11109.38,          0,          0
        475,11132.81,         -1,          0
        476,11156.25,         -1,          0
        477,11179.69,         -1,          0
        478,11203.12,         -1,          0
        479,11226.56,          0,          0
        480,11250.00,          0,          0
        481,11273.44,          0,          0
        482,11296.88,         -1,          0
        483,11320.31,         -1,         -1
        484,11343.75,         -2,         -1
        485,11367.19,         -1,         -1
        486,11390.62,         -2,         -1
        487,11414.06,         -1,         -1
        488,11437.50,         -1,         -1
        489,11460.94,         -1,         -1
        490,11484.38,         -2,         -1
        491,11507.81,         -2,         -1
        492,11531.25,         -2,         -1
        493,11554.69,         -1,         -1
        494,11578.12,         -2,          0
        495,11601.56,         -2,         -1
        496,11625.00,         -2,         -2
        497,11648.44,         -1,         -1
        498,11671.88,         -2,         -1
        499,11695.31,         -1,         -1
        500,11718.75,         -2,         -1
        501,11742.19,         -1,         -1
        502,11765.62,         -1,          0
        503,11789.06,         -1,         -1
        504,11812.50,         -1,         -1
        505,11835.94,         -1,         -1
        506,11859.38,         -1,         -1
        507,11882.81,         -2,          0
        508,11906.25,         -1,         -1
        509,11929.69,         -2,          0
        510,11953.12,         -2,          0
        511,11976.56,         -1,         -1
        512,12000.00,         -1,          0
        513,12023.44,          0,          0
        514,12046.88,          0,          0
        515,12070.31,          0,          0
        516,12093.75,          0,          0
        517,12117.19,          0,          0
        518,12140.62,         -1,          0
        519,12164.06,          0,          0
        520,12187.50,          0,          0
        521,12210.94,         -1,          0
        522,12234.38,          0,          0
        523,12257.81,          0,          0
        524,12281.25,          0,          0
        525,12304.69,          0,          0
        526,12328.12,          0,          0
        527,12351.56,          0,          0
        528,12375.00,          0,          0
        529,12398.44,          0,          0
        530,12421.88,          0,          0
        531,12445.31,         -1,          0
        532,12468.75,          0,          0
        533,12492.19,          0,          0
        534,12515.62,         -1,          0
        535,12539.06,          0,         -1
        536,12562.50,         -1,          0
        537,12585.94,          0,          0
        538,12609.38,         -1,          0
        539,12632.81,          0,          0
        540,12656.25,         -1,          0
        541,12679.69,         -1,          0
        542,12703.12,          0,          0
        543,12726.56,         -1,          0
        544,12750.00,          0,          0
        545,12773.44,          0,          0
        546,12796.88,          0,          0
        547,12820.31,          0,          0
        548,12843.75,         -1,          0
        549,12867.19,          0,          0
        550,12890.62,         -1,          0
        551,12914.06,          0,          0
        552,12937.50,          0,          0
        553,12960.94,          0,          0
        554,12984.38,          0,          0
        555,13007.81,          0,          0
        556,13031.25,          0,          0
        557,13054.69,          0,          0
        558,13078.12,          0,          0
        559,13101.56,          0,          0
        560,13125.00,          0,          0
        561,13148.44,          0,          0
        562,13171.88,          0,          0
        563,13195.31,          0,          0
        564,13218.75,         -1,          0
        565,13242.19,         -1,          0
        566,13265.62,          0,          0
        567,13289.06,          0,          0
        568,13312.50,          0,          0
        569,13335.94,         -1,          0
        570,13359.38,          0,          0
        571,13382.81,         -1,          0
        572,13406.25,         -1,          0
        573,13429.69,         -1,          0
        574,13453.12,         -1,          0
        575,13476.56,         -1,          0
        576,13500.00,         -1,          0
        577,13523.44,          0,          0
        578,13546.88,          0,          0
        579,13570.31,          0,          0
        580,13593.75,          0,          0
        581,13617.19,          0,          0
        582,13640.62,          0,          0
        583,13664.06,          0,          0
        584,13687.50,          0,          0
        585,13710.94,          0,          0
        586,13734.38,          0,          0
        587,13757.81,          0,          0
        588,13781.25,          0,          0
        589,13804.69,          0,          0
        590,13828.12,          0,          0
        591,13851.56,          0,         -1
        592,13875.00,         -1,         -1
        593,13898.44,          0,          0
        594,13921.88,          0,         -1
        595,13945.31,         -1,          0
        596,13968.75,          0,          0
        597,13992.19,          0,          0
        598,14015.62,         -1,          0
        599,14039.06,          0,         -1
        600,14062.50,         -1,         -1
        601,14085.94,          0,          0
        602,14109.38,          0,          0
        603,14132.81,          0,          0
        604,14156.25,          0,          0
        605,14179.69,          0,          0
        606,14203.12,          0,          0
        607,14226.56,          0,          0
        608,14250.00,          0,          0
        609,14273.44,          0,          0
        610,14296.88,          0,          0
        611,14320.31,          0,          0
        612,14343.75,          0,         -1
        613,14367.19,          0,         -1
        614,14390.62,          0,          0
        615,14414.06,          0,         -1
        616,14437.50,         -1,          0
        617,14460.94,          0,          0
        618,14484.38,         -1,         -1
        619,14507.81,         -1,          0
        620,14531.25,          0,          0
        621,14554.69,          0,         -1
        622,14578.12,         -1,         -1
        623,14601.56,         -1,          0
        624,14625.00,          0,          0
        625,14648.44,          0,         -1
        626,14671.88,         -1,          0
        627,14695.31,          0,          0
        628,14718.75,         -1,          0
        629,14742.19,         -1,          0
        630,14765.62,         -1,          0
        631,14789.06,          0,          0
        632,14812.50,          0,          0
        633,14835.94,          0,         -1
        634,14859.38,          0,          0
        635,14882.81,          0,          0
        636,14906.25,          0,         -1
        637,14929.69,         -1,          0
        638,14953.12,          0,          0
        639,14976.56,         -1,          0
        640,15000.00,          0,          0
        641,15023.44,          0,          0
        642,15046.88,          0,          0
        643,15070.31,          0,          0
        644,15093.75,          0,          0
        645,15117.19,          0,          0
        646,15140.62,          0,          0
        647,15164.06,          0,          0
        648,15187.50,          0,          0
        649,15210.94,         -1,         -1
        650,15234.38,         -1,          0
        651,15257.81,          0,          0
        652,15281.25,          0,          0
        653,15304.69,          0,          0
        654,15328.12,         -1,         -1
        655,15351.56,          0,          0
        656,15375.00,         -1,          0
        657,15398.44,          0,          0
        658,15421.88,          0,          0
        659,15445.31,          0,          0
        660,15468.75,          0,          0
        661,15492.19,          0,         -1
        662,15515.62,          0,         -1
        663,15539.06,         -1,         -1
        664,15562.50,         -1,          0
        665,15585.94,          0,          0
        666,15609.38,         -1,          0
        667,15632.81,          0,          0
        668,15656.25,          0,          0
        669,15679.69,         -1,          0
        670,15703.12,         -1,          0
        671,15726.56,         -1,          0
        672,15750.00,          0,          0
        673,15773.44,          0,          0
        674,15796.88,          0,          0
        675,15820.31,          0,          0
        676,15843.75,          0,         -1
        677,15867.19,         -1,         -1
        678,15890.62,          0,          0
        679,15914.06,          0,         -1
        680,15937.50,         -1,          0
        681,15960.94,          0,          0
        682,15984.38,          0,          0
        683,16007.81,          0,          0
        684,16031.25,         -1,          0
        685,16054.69,          0,          0
        686,16078.12,         -1,         -1
        687,16101.56,         -1,          0
        688,16125.00,         -1,         -1
        689,16148.44,          0,          0
        690,16171.88,          0,          0
        691,16195.31,         -1,          0
        692,16218.75,          0,          0
        693,16242.19,          0,          0
        694,16265.62,         -1,          0
        695,16289.06,          0,          0
        696,16312.50,          0,         -1
        697,16335.94,          0,         -1
        698,16359.38,          0,          0
        699,16382.81,         -1,         -1
        700,16406.25,         -1,          0
        701,16429.69,         -1,          0
        702,16453.12,         -1,          0
        703,16476.56,         -1,         -1
        704,16500.00,          0,          0
        705,16523.44,          0,          0
        706,16546.88,          0,          0
        707,16570.31,          0,          0
        708,16593.75,          0,          0
        709,16617.19,          0,          0
        710,16640.62,          0,          0
        711,16664.06,          0,          0
        712,16687.50,          0,          0
        713,16710.94,          0,          0
        714,16734.38,          0,          0
        715,16757.81,          0,          0
        716,16781.25,          0,          0
        717,16804.69,          0,          0
        718,16828.12,          0,          0
        719,16851.56,          0,         -1
        720,16875.00,         -1,         -1
        721,16898.44,         -1,          0
        722,16921.88,         -1,          0
        723,16945.31,         -1,          0
        724,16968.75,          0,          0
        725,16992.19,          0,          0
        726,17015.62,          0,          0
        727,17039.06,         -1,         -1
        728,17062.50,         -1,         -1
        729,17085.94,          0,          0
        730,17109.38,          0,          0
        731,17132.81,         -1,          0
        732,17156.25,          0,          0
        733,17179.69,         -1,          0
        734,17203.12,         -1,          0
        735,17226.56,          0,         -1
        736,17250.00,          0,          0
        737,17273.44,          0,          0
        738,17296.88,         -1,          0
        739,17320.31,         -1,          0
        740,17343.75,          0,         -1
        741,17367.19,          0,         -1
        742,17390.62,         -1,          0
        743,17414.06,         -1,         -1
        744,17437.50,         -1,         -1
        745,17460.94,          0,          0
        746,17484.38,         -1,          0
        747,17507.81,         -1,          0
        748,17531.25,         -1,          0
        749,17554.69,          0,          0
        750,17578.12,          0,          0
        751,17601.56,          0,          0
        752,17625.00,          0,          0
        753,17648.44,         -1,         -1
        754,17671.88,         -1,          0
        755,17695.31,          0,          0
        756,17718.75,         -1,         -1
        757,17742.19,         -1,          0
        758,17765.62,         -1,          0
        759,17789.06,          0,         -1
        760,17812.50,          0,          0
        761,17835.94,         -1,         -1
        762,17859.38,          0,          0
        763,17882.81,          0,          0
        764,17906.25,         -1,          0
        765,17929.69,         -1,          0
        766,17953.12,          0,          0
        767,17976.56,         -1,          0
        768,18000.00,          0,          0
        769,18023.44,          0,          0
        770,18046.88,          0,          0
        771,18070.31,         -1,         -1
        772,18093.75,          0,          0
        773,18117.19,          0,          0
        774,18140.62,          0,          0
        775,18164.06,          0,          0
        776,18187.50,         -1,          0
        777,18210.94,         -1,          0
        778,18234.38,          0,          0
        779,18257.81,          0,          0
        780,18281.25,         -1,          0
        781,18304.69,          0,          0
        782,18328.12,          0,          0
        783,18351.56,          0,          0
        784,18375.00,          0,          0
        785,18398.44,         -1,         -1
        786,18421.88,          0,          0
        787,18445.31,         -1,          0
        788,18468.75,          0,          0
        789,18492.19,          0,         -1
        790,18515.62,          0,         -1
        791,18539.06,         -1,         -1
        792,18562.50,          0,          0
        793,18585.94,         -1,          0
        794,18609.38,         -1,         -1
        795,18632.81,          0,          0
        796,18656.25,          0,          0
        797,18679.69,          0,          0
        798,18703.12,         -1,          0
        799,18726.56,         -1,          0
        800,18750.00,          0,          0
        801,18773.44,          0,          0
        802,18796.88,          0,          0
        803,18820.31,          0,          0
        804,18843.75,         -1,         -1
        805,18867.19,          0,         -1
        806,18890.62,          0,          0
        807,18914.06,         -1,         -1
        808,18937.50,          0,          0
        809,18960.94,          0,          0
        810,18984.38,          0,         -1
        811,19007.81,          0,          0
        812,19031.25,          0,          0
        813,19054.69,          0,         -1
        814,19078.12,          0,          0
        815,19101.56,         -1,         -1
        816,19125.00,          0,          0
        817,19148.44,          0,          0
        818,19171.88,         -1,          0
        819,19195.31,         -1,          0
        820,19218.75,         -1,         -1
        821,19242.19,         -1,          0
        822,19265.62,          0,          0
        823,19289.06,          0,         -1
        824,19312.50,         -1,          0
        825,19335.94,         -1,          0
        826,19359.38,          0,          0
        827,19382.81,          0,          0
        828,19406.25,          0,         -1
        829,19429.69,          0,          0
        830,19453.12,         -1,          0
        831,19476.56,          0,          0
        832,19500.00,          0,          0
        833,19523.44,          0,          0
        834,19546.88,          0,          0
        835,19570.31,         -1,          0
        836,19593.75,          0,          0
        837,19617.19,          0,          0
        838,19640.62,          0,          0
        839,19664.06,          0,          0
        840,19687.50,          0,          0
        841,19710.94,          0,          0
        842,19734.38,          0,          0
        843,19757.81,          0,          0
        844,19781.25,          0,          0
        845,19804.69,          0,          0
        846,19828.12,          0,          0
        847,19851.56,          0,         -1
        848,19875.00,          0,          0
        849,19898.44,         -1,          0
        850,19921.88,          0,          0
        851,19945.31,          0,          0
        852,19968.75,          0,          0
        853,19992.19,          0,          0
        854,20015.62,          0,          0
        855,20039.06,         -1,         -1
        856,20062.50,          0,         -1
        857,20085.94,          0,          0
        858,20109.38,         -1,          0
        859,20132.81,          0,          0
        860,20156.25,          0,          0
        861,20179.69,         -1,          0
        862,20203.12,         -1,          0
        863,20226.56,          0,          0
        864,20250.00,          0,          0
        865,20273.44,          0,          0
        866,20296.88,         -1,         -1
        867,20320.31,         -1,          0
        868,20343.75,          0,          0
        869,20367.19,          0,          0
        870,20390.62,         -1,          0
        871,20414.06,          0,          0
        872,20437.50,          0,         -1
        873,20460.94,         -1,          0
        874,20484.38,         -1,          0
        875,20507.81,          0,          0
        876,20531.25,          0,          0
        877,20554.69,          0,         -1
        878,20578.12,         -1,         -1
        879,20601.56,         -1,         -1
        880,20625.00,          0,          0
        881,20648.44,         -1,         -1
        882,20671.88,         -1,          0
        883,20695.31,          0,          0
        884,20718.75,         -1,         -1
        885,20742.19,         -1,          0
        886,20765.62,          0,          0
        887,20789.06,          0,          0
        888,20812.50,          0,          0
        889,20835.94,         -1,         -1
        890,20859.38,          0,         -1
        891,20882.81,         -1,         -1
        892,20906.25,          0,         -1
        893,20929.69,         -1,          0
        894,20953.12,         -1,          0
        895,20976.56,          0,          0
        896,21000.00,          0,          0
        897,21023.44,          0,          0
        898,21046.88,         -1,          0
        899,21070.31,          0,          0
        900,21093.75,          0,          0
        901,21117.19,          0,          0
        902,21140.62,          0,          0
        903,21164.06,          0,          0
        904,21187.50,          0,          0
        905,21210.94,          0,         -1
        906,21234.38,         -1,          0
        907,21257.81,          0,          0
        908,21281.25,          0,          0
        909,21304.69,          0,          0
        910,21328.12,          0,         -1
        911,21351.56,          0,          0
        912,21375.00,          0,          0
        913,21398.44,          0,          0
        914,21421.88,          0,          0
        915,21445.31,          0,          0
        916,21468.75,          0,          0
        917,21492.19,          0,         -1
        918,21515.62,          0,         -1
        919,21539.06,         -1,         -1
        920,21562.50,         -1,          0
        921,21585.94,         -1,          0
        922,21609.38,          0,          0
        923,21632.81,         -1,          0
        924,21656.25,          0,          0
        925,21679.69,          0,          0
        926,21703.12,          0,          0
        927,21726.56,          0,          0
        928,21750.00,          0,          0
        929,21773.44,          0,          0
        930,21796.88,          0,          0
        931,21820.31,          0,          0
        932,21843.75,          0,         -1
        933,21867.19,          0,         -1
        934,21890.62,          0,          0
        935,21914.06,          0,         -1
        936,21937.50,         -1,          0
        937,21960.94,         -1,         -1
        938,21984.38,          0,          0
        939,22007.81,         -1,          0
        940,22031.25,          0,         -1
        941,22054.69,         -1,         -1
        942,22078.12,         -1,         -1
        943,22101.56,          0,         -1
        944,22125.00,         -1,         -1
        945,22148.44,          0,          0
        946,22171.88,         -1,         -1
        947,22195.31,          0,          0
        948,22218.75,         -1,          0
        949,22242.19,         -1,          0
        950,22265.62,          0,          0
        951,22289.06,          0,         -1
        952,22312.50,          0,         -1
        953,22335.94,          0,         -1
        954,22359.38,         -1,         -1
        955,22382.81,          0,         -1
        956,22406.25,          0,         -1
        957,22429.69,         -1,          0
        958,22453.12,          0,          0
        959,22476.56,         -1,         -1
        960,22500.00,         -1,          0
        961,22523.44,          0,          0
        962,22546.88,         -1,          0
        963,22570.31,         -1,          0
        964,22593.75,          0,          0
        965,22617.19,          0,          0
        966,22640.62,          0,          0
        967,22664.06,          0,          0
        968,22687.50,          0,          0
        969,22710.94,          0,          0
        970,22734.38,          0,          0
        971,22757.81,          0,          0
        972,22781.25,          0,          0
        973,22804.69,          0,          0
        974,22828.12,          0,          0
        975,22851.56,          0,         -1
        976,22875.00,         -1,         -1
        977,22898.44,          0,          0
        978,22921.88,          0,          0
        979,22945.31,         -1,          0
        980,22968.75,          0,          0
        981,22992.19,          0,          0
        982,23015.62,         -1,          0
        983,23039.06,         -1,         -1
        984,23062.50,         -1,         -1
        985,23085.94,         -1,          0
        986,23109.38,          0,          0
        987,23132.81,          0,          0
        988,23156.25,          0,          0
        989,23179.69,          0,          0
        990,23203.12,         -1,          0
        991,23226.56,          0,          0
        992,23250.00,          0,          0
        993,23273.44,          0,          0
        994,23296.88,         -1,          0
        995,23320.31,         -1,          0
        996,23343.75,         -1,         -1
        997,23367.19,         -1,         -1
        998,23390.62,          0,         -1
        999,23414.06,         -1,         -1
       1000,23437.50,         -1,         -1
       1001,23460.94,         -1,         -2
       1002,23484.38,         -2,         -1
       1003,23507.81,         -1,         -1
       1004,23531.25,         -2,         -1
       1005,23554.69,         -2,          0
       1006,23578.12,         -2,         -1
       1007,23601.56,         -2,          0
       1008,23625.00,         -2,         -1
       1009,23648.44,         -1,         -1
       1010,23671.88,         -2,         -1
       1011,23695.31,         -1,          0
       1012,23718.75,         -2,         -1
       1013,23742.19,         -1,          0
       1014,23765.62,         -1,          0
       1015,23789.06,         -1,          0
       1016,23812.50,         -1,         -2
       1017,23835.94,         -1,         -1
       1018,23859.38,         -1,         -2
       1019,23882.81,         -1,          0
       1020,23906.25,         -1,         -1
       1021,23929.69,         -2,         -1
       1022,23953.12,         -2,          0
       1023,23976.56,         -2,          0
       1024,24000.00,          0,          0
       1025,24023.44,          0,          0
       1026,24046.88,          0,          0
       1027,24070.31,          0,          0
       1028,24093.75,          0,          0
       1029,24117.19,          0,          0
       1030,24140.62,         -1,          0
       1031,24164.06,          0,          0
       1032,24187.50,          0,          0
       1033,24210.94,         -1,          0
       1034,24234.38,          0,          0
       1035,24257.81,          0,          0
       1036,24281.25,         -1,          0
       1037,24304.69,         -1,          0
       1038,24328.12,          0,          0
       1039,24351.56,         -1,          0
       1040,24375.00,          0,          0
       1041,24398.44,          0,          0
       1042,24421.88,          0,          0
       1043,24445.31,          0,          0
       1044,24468.75,          0,          0
       1045,24492.19,          0,          0
       1046,24515.62,         -1,         -1
       1047,24539.06,          0,         -1
       1048,24562.50,          0,          0
       1049,24585.94,          0,          0
       1050,24609.38,          0,          0
       1051,24632.81,          0,          0
       1052,24656.25,          0,          0
       1053,24679.69,          0,          0
       1054,24703.12,          0,          0
       1055,24726.56,          0,          0
       1056,24750.00,          0,          0
       1057,24773.44,          0,          0
       1058,24796.88,          0,          0
       1059,24820.31,          0,          0
       1060,24843.75,          0,          0
       1061,24867.19,          0,          0
       1062,24890.62,         -1,          0
       1063,24914.06,          0,          0
       1064,24937.50,          0,          0
       1065,24960.94,          0,          0
       1066,24984.38,          0,          0
       1067,25007.81,          0,          0
       1068,25031.25,          0,          0
       1069,25054.69,          0,          0
       1070,25078.12,          0,          0
       1071,25101.56,          0,          0
       1072,25125.00,          0,          0
       1073,25148.44,          0,          0
       1074,25171.88,          0,          0
       1075,25195.31,          0,          0
       1076,25218.75,         -1,          0
       1077,25242.19,          0,          0
       1078,25265.62,          0,          0
       1079,25289.06,          0,          0
       1080,25312.50,         -1,          0
       1081,25335.94,          0,          0
       1082,25359.38,          0,          0
       1083,25382.81,          0,          0
       1084,25406.25,          0,          0
       1085,25429.69,          0,          0
       1086,25453.12,          0,          0
       1087,25476.56,         -1,          0
       1088,25500.00,          0,          0
       1089,25523.44,          0,          0
       1090,25546.88,          0,          0
       1091,25570.31,          0,          0
       1092,25593.75,          0,          0
       1093,25617.19,          0,          0
       1094,25640.62,         -1,          0
       1095,25664.06,          0,          0
       1096,25687.50,          0,          0
       1097,25710.94,          0,          0
       1098,25734.38,          0,          0
       1099,25757.81,          0,          0
       1100,25781.25,          0,         -1
       1101,25804.69,          0,          0
       1102,25828.12,          0,         -1
       1103,25851.56,         -1,         -1
       1104,25875.00,          0,          0
       1105,25898.44,          0,          0
       1106,25921.88,          0,         -1
       1107,25945.31,          0,          0
       1108,25968.75,          0,          0
       1109,25992.19,          0,         -1
       1110,26015.62,          0,          0
       1111,26039.06,         -1,         -1
       1112,26062.50,          0,          0
       1113,26085.94,          0,          0
       1114,26109.38,         -1,          0
       1115,26132.81,          0,          0
       1116,26156.25,          0,          0
       1117,26179.69,          0,         -1
       1118,26203.12,          0,          0
       1119,26226.56,          0,          0
       1120,26250.00,          0,          0
       1121,26273.44,         -1,          0
       1122,26296.88,          0,          0
       1123,26320.31,          0,          0
       1124,26343.75,          0,          0
       1125,26367.19,          0,          0
       1126,26390.62,          0,          0
       1127,26414.06,         -1,          0
       1128,26437.50,          0,          0
       1129,26460.94,          0,          0
       1130,26484.38,         -1,          0
       1131,26507.81,          0,          0
       1132,26531.25,          0,          0
       1133,26554.69,          0,          0
       1134,26578.12,         -1,          0
       1135,26601.56,          0,          0
       1136,26625.00,          0,          0
       1137,26648.44,          0,          0
       1138,26671.88,          0,          0
       1139,26695.31,          0,          0
       1140,26718.75,          0,          0
       1141,26742.19,          0,          0
       1142,26765.62,         -1,          0
       1143,26789.06,          0,          0
       1144,26812.50,          0,          0
       1145,26835.94,          0,          0
       1146,26859.38,          0,          0
       1147,26882.81,          0,          0
       1148,26906.25,          0,         -1
       1149,26929.69,         -1,          0
       1150,26953.12,         -1,          0
       1151,26976.56,         -1,          0
       1152,27000.00,          0,          0
       1153,27023.44,          0,          0
       1154,27046.88,          0,          0
       1155,27070.31,          0,         -1
       1156,27093.75,          0,          0
       1157,27117.19,          0,          0
